fecha,valor
2022-03-30,5787407.718
2022-03-31,5902815.33
2022-04-01,5985175.958
2022-04-04,5963733.751
2022-04-05,5985445.062
2022-04-06,6057022.084
2022-04-07,6013152.916
2022-04-08,5963253.684
2022-04-11,5834792.09
2022-04-12,5820384.389
2022-04-13,5803906.579
2022-04-18,5741330.912
2022-04-19,5690500.513
2022-04-20,5704097.028
2022-04-21,5687818.256
2022-04-22,5672900.311
2022-04-25,5687534.838
2022-04-26,5703146.351
2022-04-27,5804092.867
2022-04-28,5896780.651
2022-04-29,6103578.961
2022-05-02,6148059.788
2022-05-03,6094225.43
2022-05-04,6131975.992
2022-05-05,6219056.47
2022-05-06,6156289.731
2022-05-09,6063593.172
2022-05-10,5940351.234
2022-05-11,5975905.147
2022-05-12,5980160.861
2022-05-13,5961908.616
2022-05-16,5888512.599
2022-05-17,5934005.932
2022-05-19,5985294.364
2022-05-20,5993588.819
2022-05-23,6007046.57
2022-05-24,5970659.533
2022-05-26,6045667.007
2022-05-27,6079462.154
2022-05-30,6171161.128
2022-05-31,6337907.109
2022-06-01,6382783.286
2022-06-02,6364212.665
2022-06-03,6414601.466
2022-06-06,6444813.847
2022-06-07,6410782.369
2022-06-08,6401650.832
2022-06-09,6341343.135
2022-06-10,6308596.227
2022-06-13,6331921.496
2022-06-14,6419783.233
2022-06-15,6550936.708
2022-06-16,6499253.282
2022-06-21,6507231.937
2022-06-22,6518840.949
2022-06-23,6520935.503
2022-06-24,6513630.299
2022-06-27,6629591.586
2022-06-28,6740262.944
2022-06-29,6956412.286
2022-06-30,7226629.751
2022-07-01,7289170.621
2022-07-04,7273743.785
2022-07-05,7313957.076
2022-07-06,7426755.721
2022-07-07,7350532.841
2022-07-08,7258493.458
2022-07-11,7150144.346
2022-07-12,7054297.955
2022-07-13,7041203.385
2022-07-14,7028038.751
2022-07-15,7051357.565
2022-07-18,6922675.21
2022-07-19,6889684.764
2022-07-20,6896012.341
2022-07-21,6928043.542
2022-07-22,6940542.835
2022-07-25,6960788.285
2022-07-26,6979568.17
2022-07-27,7024570.811
2022-07-28,7138108.055
2022-07-29,7358173.71
2022-08-01,7385415.953
2022-08-02,7321140.84
2022-08-03,7356339.905
2022-08-04,7357628.686
2022-08-05,7317733.146
